Member_ID,Join_Date,Gender,Age,Membership_Type,Tenure_Months,Avg_Visits_Per_Week,Last_Visit_Date,Days_Since_Last_Visit,Monthly_Fee,Total_Revenue
M12250,2022-05-28,Female,37,Weekend,33,1.88,2025-01-10,22,25,825
M12251,2023-12-12,Female,32,Standard,14,3.27,2025-01-29,3,40,560
M12252,2024-03-14,Male,47,Standard,11,2.63,2025-01-14,18,40,440
M12253,2024-11-04,Male,21,Standard,3,2.65,2025-01-10,22,40,120
M12254,2023-01-15,Female,35,Standard,25,2.74,2025-01-08,24,40,1000
M12255,2024-01-16,Female,30,Standard,13,2.05,2025-01-13,19,40,520
M12256,2023-06-15,Male,39,Standard,20,3.02,2025-01-29,3,40,800
M12257,2022-10-19,Female,39,Premium,28,4.16,2025-01-25,7,60,1680
M12258,2023-06-02,Female,18,Standard,20,3.18,2025-01-27,5,40,800
M12259,2022-09-10,Male,49,Standard,29,3.04,2025-01-29,3,40,1160
M12260,2024-03-27,Male,45,Weekend,11,1.78,2025-01-20,12,25,275
M12261,2022-12-04,Male,25,Weekend,26,0.82,2024-12-18,45,25,650
M12262,2024-11-06,Male,36,Standard,3,3.34,2025-01-27,5,40,120
M12263,2024-02-23,Female,34,Standard,12,2.23,2025-01-26,6,40,480
M12264,2024-03-13,Male,27,Premium,11,4.91,2025-01-25,7,60,660
M12265,2023-01-20,Male,18,Standard,25,2.3,2025-01-25,7,40,1000
M12266,2024-03-01,Male,18,Premium,11,2.86,2025-01-24,8,60,660
M12267,2023-05-28,Male,38,Premium,21,4.71,2025-01-30,2,60,1260
M12268,2024-03-19,Female,22,Premium,11,4.49,2025-01-27,5,60,660
M12269,2024-12-13,Female,18,Standard,2,3.07,2025-02-01,0,40,80
M12270,2023-01-12,Male,38,Premium,25,2.72,2025-01-16,16,60,1500
M12271,2024-10-06,Male,40,Weekend,4,2.26,2025-01-18,14,25,100
M12272,2023-04-08,Male,38,Premium,22,3.99,2025-01-23,9,60,1320
M12273,2022-04-21,Male,42,Weekend,34,1.44,2025-01-04,28,25,850
M12274,2022-03-28,Female,37,Standard,35,3.33,2025-01-24,8,40,1400
M12275,2022-12-22,Female,30,Premium,26,4.17,2025-01-25,7,60,1560
M12276,2023-02-26,Female,26,Premium,24,2.83,2025-01-17,15,60,1440
M12277,2023-12-28,Female,33,Standard,14,2.54,2025-01-19,13,40,560
M12278,2023-11-27,Male,45,Standard,15,2.77,2025-01-08,24,40,600
M12279,2022-01-26,Female,25,Standard,37,3.3,2025-01-25,7,40,1480
M12280,2022-05-09,Female,31,Premium,33,3.2,2025-01-29,3,60,1980
M12281,2023-09-18,Male,46,Standard,17,3.09,2025-01-28,4,40,680
M12282,2022-06-11,Female,34,Weekend,32,2.1,2025-01-13,19,25,800
M12283,2024-09-24,Female,46,Premium,5,2.82,2025-01-16,16,60,300
M12284,2023-11-04,Female,21,Standard,15,1.53,2025-01-15,17,40,600
M12285,2023-03-19,Male,24,Premium,23,3.95,2025-01-23,9,60,1380
M12286,2022-12-15,Male,34,Standard,26,3.08,2025-01-29,3,40,1040
M12287,2024-06-05,Male,45,Standard,8,2.61,2025-01-09,23,40,320
M12288,2022-03-10,Male,41,Premium,35,4.53,2025-01-24,8,60,2100
M12289,2024-03-17,Female,33,Premium,11,4.06,2025-01-23,9,60,660
M12290,2024-12-02,Female,31,Premium,2,4.13,2025-01-31,1,60,120
M12291,2024-10-03,Male,33,Standard,4,1.56,2025-01-07,25,40,160
M12292,2024-02-22,Male,44,Standard,12,1.68,2025-01-08,24,40,480
M12293,2024-06-28,Male,19,Weekend,8,1.95,2025-01-12,20,25,200
M12294,2023-09-06,Female,41,Standard,17,3.03,2025-01-26,6,40,680
M12295,2023-02-19,Female,32,Premium,24,3.86,2025-01-27,5,60,1440
M12296,2022-02-25,Male,28,Weekend,36,1.68,2025-01-23,9,25,900
M12297,2023-07-17,Male,30,Standard,19,2.73,2025-01-13,19,40,760
M12298,2022-07-20,Male,21,Standard,31,1.71,2025-01-22,10,40,1240
M12299,2024-10-25,Male,41,Premium,4,4.17,2025-01-29,3,60,240
M12300,2022-07-18,Male,18,Premium,31,3.7,2025-01-29,3,60,1860
M12301,2023-05-22,Male,32,Weekend,21,1.71,2025-01-14,18,25,525
M12302,2022-02-24,Male,29,Standard,36,2.63,2025-01-10,22,40,1440
M12303,2023-06-05,Male,38,Premium,20,4.41,2025-01-30,2,60,1200
M12304,2024-07-17,Female,26,Standard,7,2.14,2025-01-21,11,40,280
M12305,2023-05-10,Male,24,Weekend,21,1.25,2024-12-30,33,25,525
M12306,2023-11-06,Female,20,Premium,15,3.48,2025-01-23,9,60,900
M12307,2024-10-04,Male,33,Standard,4,3.02,2025-01-26,6,40,160
M12308,2023-10-13,Female,21,Weekend,16,1.36,2025-01-03,29,25,400
M12309,2023-03-11,Male,43,Premium,23,2.94,2025-01-08,24,60,1380
M12310,2024-11-22,Male,40,Standard,3,3.47,2025-01-25,7,40,120
M12311,2023-07-05,Female,31,Standard,19,2.49,2025-01-25,7,40,760
M12312,2024-06-27,Male,39,Standard,8,1.72,2025-01-13,19,40,320
M12313,2024-09-16,Female,30,Premium,5,4.18,2025-01-22,10,60,300
M12314,2022-06-24,Female,46,Premium,32,4.35,2025-01-27,5,60,1920
M12315,2023-08-15,Female,37,Standard,18,2.5,2025-01-17,15,40,720
M12316,2023-01-28,Male,36,Premium,25,4.12,2025-01-22,10,60,1500
M12317,2022-01-23,Female,44,Standard,37,1.85,2025-01-27,5,40,1480
M12318,2024-07-24,Male,19,Premium,7,3.42,2025-01-26,6,60,420
M12319,2022-06-01,Female,27,Premium,32,2.9,2025-01-17,15,60,1920
M12320,2023-05-24,Male,45,Weekend,21,1.27,2025-01-17,15,25,525
M12321,2024-12-26,Female,42,Standard,2,2.63,2025-01-15,17,40,80
M12322,2024-02-24,Female,36,Weekend,12,1.39,2025-01-11,21,25,300
M12323,2022-07-09,Male,32,Premium,31,3.98,2025-01-22,10,60,1860
M12324,2023-05-14,Male,24,Standard,21,2.5,2025-01-12,20,40,840
M12325,2023-05-21,Male,32,Premium,21,3.29,2025-01-27,5,60,1260
M12326,2023-05-29,Male,34,Standard,21,1.79,2025-01-27,5,40,840
M12327,2024-05-17,Male,41,Standard,9,2.01,2025-01-14,18,40,360
M12328,2024-04-24,Male,33,Premium,10,3.0,2025-02-01,0,60,600
M12329,2022-05-09,Male,34,Weekend,33,1.91,2025-01-16,16,25,825
M12330,2024-02-27,Male,45,Premium,12,4.55,2025-01-22,10,60,720
M12331,2023-02-13,Male,33,Standard,24,2.94,2025-01-13,19,40,960
M12332,2023-05-06,Female,35,Weekend,21,1.79,2025-01-25,7,25,525
M12333,2024-07-03,Female,34,Weekend,7,1.12,2024-12-28,35,25,175
M12334,2022-05-31,Female,21,Weekend,33,1.92,2025-01-25,7,25,825
M12335,2023-05-12,Female,19,Premium,21,4.01,2025-01-28,4,60,1260
M12336,2023-04-16,Male,34,Premium,22,2.62,2025-01-21,11,60,1320
M12337,2024-11-09,Female,34,Premium,3,4.77,2025-01-28,4,60,180
M12338,2023-03-05,Female,48,Standard,23,1.66,2025-01-27,5,40,920
M12339,2023-11-02,Female,19,Standard,15,2.51,2025-01-09,23,40,600
M12340,2024-07-29,Male,39,Premium,7,3.78,2025-01-23,9,60,420
M12341,2023-02-20,Male,19,Standard,24,3.17,2025-01-29,3,40,960
M12342,2024-11-02,Female,46,Premium,3,4.78,2025-01-29,3,60,180
M12343,2024-01-18,Female,32,Premium,13,4.85,2025-01-22,10,60,780
M12344,2023-04-07,Female,46,Standard,22,2.64,2025-01-26,6,40,880
M12345,2024-01-10,Male,45,Standard,13,2.86,2025-01-09,23,40,520
M12346,2024-10-15,Female,45,Weekend,4,0.68,2024-12-29,34,25,100
M12347,2022-10-13,Female,33,Premium,28,3.72,2025-01-25,7,60,1680
M12348,2024-03-19,Male,28,Standard,11,3.3,2025-01-31,1,40,440
M12349,2024-11-18,Female,46,Premium,3,3.64,2025-02-01,0,60,180
M12350,2022-06-04,Female,19,Premium,32,2.67,2025-01-18,14,60,1920
M12351,2023-08-28,Female,25,Standard,18,1.9,2025-01-09,23,40,720
M12352,2024-01-19,Female,49,Weekend,13,1.36,2025-01-05,27,25,325
M12353,2023-05-25,Female,38,Premium,21,3.09,2025-01-25,7,60,1260
M12354,2023-08-31,Female,47,Premium,18,3.48,2025-01-24,8,60,1080
M12355,2023-10-02,Female,48,Standard,16,2.17,2025-01-11,21,40,640
M12356,2023-05-15,Female,41,Premium,21,3.3,2025-01-31,1,60,1260
M12357,2023-03-16,Male,49,Weekend,23,0.68,2024-12-30,33,25,575
M12358,2022-06-20,Female,29,Standard,32,3.27,2025-01-28,4,40,1280
M12359,2022-08-25,Female,31,Premium,30,4.23,2025-01-27,5,60,1800
M12360,2023-08-22,Female,45,Standard,18,2.75,2025-01-14,18,40,720
M12361,2024-10-03,Male,31,Standard,4,2.71,2025-01-13,19,40,160
M12362,2024-04-24,Female,41,Premium,10,3.49,2025-01-23,9,60,600
M12363,2024-03-24,Male,29,Standard,11,3.15,2025-02-01,0,40,440
M12364,2023-05-15,Female,19,Premium,21,4.83,2025-01-24,8,60,1260
M12365,2023-10-09,Male,31,Standard,16,1.51,2025-01-24,8,40,640
M12366,2023-07-15,Male,40,Premium,19,2.7,2025-01-23,9,60,1140
M12367,2022-02-25,Male,42,Weekend,36,1.85,2025-01-20,12,25,900
M12368,2023-10-22,Female,29,Premium,16,3.09,2025-01-28,4,60,960
M12369,2024-11-12,Female,41,Premium,3,4.78,2025-01-25,7,60,180
M12370,2023-09-24,Male,46,Weekend,17,1.83,2025-01-09,23,25,425
M12371,2022-09-23,Female,26,Premium,29,3.42,2025-01-27,5,60,1740
M12372,2023-12-03,Male,46,Premium,14,3.54,2025-01-31,1,60,840
M12373,2022-05-15,Female,25,Premium,33,4.23,2025-01-30,2,60,1980
M12374,2022-01-15,Female,37,Premium,37,2.85,2025-01-13,19,60,2220
M12375,2024-03-07,Male,33,Weekend,11,2.27,2025-01-23,9,25,275
M12376,2023-01-21,Male,27,Standard,25,1.51,2025-01-13,19,40,1000
M12377,2023-08-05,Female,24,Premium,18,4.95,2025-01-24,8,60,1080
M12378,2023-01-14,Male,32,Standard,25,1.84,2025-01-21,11,40,1000
M12379,2022-12-08,Male,42,Standard,26,2.98,2025-01-22,10,40,1040
M12380,2022-12-08,Female,26,Weekend,26,0.58,2025-01-11,21,25,650
M12381,2023-09-13,Male,21,Premium,17,3.58,2025-02-01,0,60,1020
M12382,2023-05-10,Female,48,Standard,21,2.76,2025-01-19,13,40,840
M12383,2022-08-07,Female,40,Standard,30,1.64,2025-01-16,16,40,1200
M12384,2024-11-25,Male,23,Standard,3,2.39,2025-01-10,22,40,120
M12385,2024-11-23,Male,45,Standard,3,2.11,2025-01-15,17,40,120
M12386,2024-12-28,Male,29,Premium,2,3.75,2025-01-27,5,60,120
M12387,2023-09-26,Female,32,Standard,17,2.51,2025-01-24,8,40,680
M12388,2023-11-26,Male,36,Standard,15,3.07,2025-01-31,1,40,600
M12389,2024-03-05,Female,43,Weekend,11,0.75,2024-12-28,35,25,275
M12390,2023-11-24,Male,39,Premium,15,2.71,2025-01-11,21,60,900
M12391,2022-01-25,Male,41,Standard,37,2.3,2025-01-25,7,40,1480
M12392,2023-03-11,Female,19,Weekend,23,2.28,2025-01-24,8,25,575
M12393,2023-04-19,Male,48,Standard,22,3.21,2025-01-26,6,40,880
M12394,2024-10-21,Male,45,Weekend,4,1.62,2025-01-17,15,25,100
M12395,2023-01-28,Female,36,Weekend,25,2.28,2025-01-16,16,25,625
M12396,2024-05-19,Male,41,Premium,9,4.51,2025-01-25,7,60,540
M12397,2023-09-16,Male,49,Standard,17,2.06,2025-01-20,12,40,680
M12398,2023-02-07,Female,48,Premium,24,2.93,2025-01-14,18,60,1440
M12399,2024-07-07,Male,37,Standard,7,2.1,2025-01-18,14,40,280
M12400,2023-03-09,Male,37,Premium,23,3.07,2025-01-31,1,60,1380
M12401,2024-06-07,Female,19,Standard,8,2.75,2025-01-15,17,40,320
M12402,2024-06-20,Male,32,Standard,8,2.67,2025-01-18,14,40,320
M12403,2022-02-03,Male,44,Standard,36,2.7,2025-01-16,16,40,1440
M12404,2022-09-02,Male,43,Premium,29,2.97,2025-01-09,23,60,1740
M12405,2024-05-15,Female,29,Weekend,9,2.08,2025-01-12,20,25,225
M12406,2022-08-18,Male,46,Premium,30,3.58,2025-01-27,5,60,1800
M12407,2022-07-11,Female,18,Premium,31,3.68,2025-01-28,4,60,1860
M12408,2022-03-06,Male,40,Premium,35,4.99,2025-01-26,6,60,2100
M12409,2024-01-27,Male,31,Weekend,13,1.06,2024-12-22,41,25,325
M12410,2023-10-13,Male,21,Weekend,16,1.29,2025-01-10,22,25,400
M12411,2023-05-30,Male,39,Standard,21,2.85,2025-01-18,14,40,840
M12412,2024-11-25,Male,41,Weekend,3,2.26,2025-01-24,8,25,75
M12413,2022-07-05,Male,28,Premium,31,2.82,2025-01-18,14,60,1860
M12414,2022-10-16,Male,24,Weekend,28,1.97,2025-01-22,10,25,700
M12415,2022-07-01,Male,30,Premium,31,4.8,2025-01-24,8,60,1860
M12416,2022-11-02,Male,31,Premium,27,3.56,2025-01-24,8,60,1620
M12417,2022-09-09,Female,24,Premium,29,3.22,2025-01-23,9,60,1740
M12418,2022-08-04,Male,39,Standard,30,2.86,2025-01-25,7,40,1200
M12419,2024-07-10,Female,28,Standard,7,1.99,2025-01-20,12,40,280
M12420,2024-04-02,Female,37,Premium,10,3.46,2025-01-31,1,60,600
M12421,2024-08-03,Male,37,Weekend,6,2.29,2025-01-17,15,25,150
M12422,2022-11-08,Female,42,Standard,27,2.68,2025-01-10,22,40,1080
M12423,2024-10-21,Female,28,Premium,4,2.74,2025-01-08,24,60,240
M12424,2024-07-27,Female,38,Standard,7,2.16,2025-01-10,22,40,280
M12425,2022-02-26,Female,26,Standard,36,2.75,2025-01-19,13,40,1440
M12426,2022-04-18,Male,48,Weekend,34,1.46,2025-01-03,29,25,850
M12427,2024-08-14,Female,44,Standard,6,2.82,2025-01-14,18,40,240
M12428,2023-03-22,Male,45,Standard,23,3.02,2025-01-23,9,40,920
M12429,2022-01-22,Female,42,Premium,37,3.7,2025-01-24,8,60,2220
M12430,2023-05-25,Female,21,Standard,21,3.47,2025-02-01,0,40,840
M12431,2022-01-11,Female,19,Weekend,37,2.33,2025-01-19,13,25,925
M12432,2024-04-28,Male,19,Premium,10,2.65,2025-01-24,8,60,600
M12433,2024-09-23,Male,42,Weekend,5,1.03,2024-12-20,43,25,125
M12434,2023-07-20,Male,26,Standard,19,2.1,2025-01-23,9,40,760
M12435,2023-01-14,Male,36,Premium,25,2.96,2025-01-25,7,60,1500
M12436,2022-07-10,Female,32,Weekend,31,1.12,2024-12-28,35,25,775
M12437,2024-04-30,Male,38,Standard,10,2.35,2025-01-21,11,40,400
M12438,2022-02-08,Female,38,Premium,36,2.63,2025-01-09,23,60,2160
M12439,2024-04-06,Male,35,Premium,10,2.82,2025-01-23,9,60,600
M12440,2024-11-03,Female,33,Premium,3,2.74,2025-01-17,15,60,180
M12441,2024-12-24,Female,19,Weekend,2,0.59,2025-01-18,14,25,50
M12442,2024-02-11,Male,43,Standard,12,2.46,2025-01-24,8,40,480
M12443,2024-10-22,Female,29,Weekend,4,1.17,2025-01-03,29,25,100
M12444,2022-11-23,Female,46,Premium,27,4.84,2025-01-31,1,60,1620
M12445,2024-03-01,Female,18,Premium,11,2.76,2025-01-24,8,60,660
M12446,2022-04-11,Female,19,Premium,34,4.82,2025-01-28,4,60,2040
M12447,2023-06-03,Female,31,Standard,20,1.67,2025-01-24,8,40,800
M12448,2023-07-16,Male,49,Weekend,19,1.74,2025-01-07,25,25,475
M12449,2022-01-05,Male,44,Standard,37,2.0,2025-01-21,11,40,1480
M12450,2024-03-17,Female,24,Premium,11,4.57,2025-01-23,9,60,660
M12451,2023-07-04,Female,34,Weekend,19,0.62,2024-12-31,32,25,475
M12452,2024-06-23,Male,32,Standard,8,3.41,2025-01-22,10,40,320
M12453,2023-12-07,Male,34,Premium,14,2.62,2025-01-10,22,60,840
M12454,2022-11-13,Male,26,Weekend,27,0.98,2025-01-16,16,25,675
M12455,2024-02-14,Female,30,Premium,12,3.66,2025-01-28,4,60,720
M12456,2024-05-17,Female,49,Premium,9,4.39,2025-01-25,7,60,540
M12457,2024-06-04,Male,19,Premium,8,4.88,2025-01-25,7,60,480
M12458,2024-06-04,Male,44,Standard,8,2.36,2025-01-18,14,40,320
M12459,2023-07-05,Male,49,Standard,19,3.01,2025-01-26,6,40,760
M12460,2022-11-23,Female,32,Premium,27,4.32,2025-01-30,2,60,1620
M12461,2022-07-24,Female,37,Premium,31,3.93,2025-01-29,3,60,1860
M12462,2024-12-26,Female,28,Standard,2,2.88,2025-01-17,15,40,80
M12463,2023-08-16,Male,36,Weekend,18,0.58,2024-12-31,32,25,450
M12464,2023-02-09,Female,31,Standard,24,2.38,2025-01-07,25,40,960
M12465,2024-05-05,Male,44,Premium,9,4.46,2025-01-24,8,60,540
M12466,2024-09-22,Male,21,Premium,5,3.69,2025-01-30,2,60,300
M12467,2024-10-01,Male,44,Premium,4,4.68,2025-02-01,0,60,240
M12468,2023-03-22,Female,47,Premium,23,4.58,2025-01-29,3,60,1380
M12469,2023-05-14,Female,28,Standard,21,3.23,2025-01-25,7,40,840
M12470,2022-11-14,Female,33,Standard,27,1.76,2025-01-09,23,40,1080
M12471,2024-04-19,Female,40,Standard,10,1.99,2025-01-21,11,40,400
M12472,2023-09-16,Female,43,Standard,17,1.56,2025-01-11,21,40,680
M12473,2023-09-29,Female,47,Premium,17,4.96,2025-01-24,8,60,1020
M12474,2024-07-04,Male,19,Premium,7,3.09,2025-01-23,9,60,420
M12475,2022-07-27,Male,19,Standard,31,2.23,2025-01-21,11,40,1240
M12476,2024-06-09,Female,26,Premium,8,3.19,2025-01-28,4,60,480
M12477,2024-12-02,Female,39,Premium,2,2.6,2025-01-13,19,60,120
M12478,2022-05-15,Female,44,Premium,33,3.15,2025-01-22,10,60,1980
M12479,2023-04-05,Male,48,Premium,22,2.75,2025-01-24,8,60,1320
M12480,2023-03-22,Female,48,Premium,23,3.49,2025-01-22,10,60,1380
M12481,2023-07-14,Male,40,Weekend,19,2.43,2025-01-19,13,25,475
M12482,2024-11-17,Female,38,Weekend,3,1.9,2025-01-11,21,25,75
M12483,2023-11-06,Male,46,Premium,15,4.27,2025-01-22,10,60,900
M12484,2024-11-26,Male,38,Premium,3,3.63,2025-01-29,3,60,180
M12485,2022-05-09,Female,48,Standard,33,3.12,2025-02-01,0,40,1320
M12486,2022-08-08,Male,21,Premium,30,4.77,2025-01-23,9,60,1800
M12487,2023-04-19,Male,25,Premium,22,4.9,2025-01-23,9,60,1320
M12488,2023-11-06,Male,40,Premium,15,2.75,2025-01-19,13,60,900
M12489,2024-12-31,Male,43,Premium,2,4.7,2025-01-29,3,60,120
M12490,2024-03-05,Female,35,Standard,11,1.95,2025-01-19,13,40,440
M12491,2023-03-23,Male,32,Weekend,23,1.29,2025-01-07,25,25,575
M12492,2023-12-27,Male,19,Premium,14,3.36,2025-02-01,0,60,840
M12493,2023-01-06,Male,39,Premium,25,4.19,2025-01-22,10,60,1500
M12494,2024-05-01,Female,45,Premium,9,3.99,2025-01-30,2,60,540
M12495,2022-05-03,Female,28,Premium,33,2.77,2025-01-26,6,60,1980
M12496,2022-11-20,Male,34,Weekend,27,2.07,2025-01-20,12,25,675
M12497,2024-10-18,Female,49,Standard,4,2.38,2025-01-10,22,40,160
M12498,2023-12-24,Female,24,Standard,14,1.5,2025-01-20,12,40,560
M12499,2023-02-01,Female,48,Standard,24,2.33,2025-01-19,13,40,960
M12500,2023-06-11,Female,25,Weekend,20,1.53,2025-01-18,14,25,500
M12501,2023-02-16,Female,47,Weekend,24,0.64,2024-12-30,33,25,600
M12502,2024-10-03,Female,27,Premium,4,2.88,2025-01-23,9,60,240
M12503,2024-10-04,Female,41,Premium,4,4.98,2025-01-30,2,60,240
M12504,2022-04-06,Male,20,Standard,34,3.24,2025-01-31,1,40,1360
M12505,2024-01-02,Male,30,Premium,13,2.83,2025-01-12,20,60,780
M12506,2022-09-24,Male,40,Weekend,29,1.66,2025-01-27,5,25,725
M12507,2023-11-15,Female,34,Standard,15,2.26,2025-01-19,13,40,600
M12508,2023-08-04,Male,30,Weekend,18,1.59,2025-01-18,14,25,450
M12509,2024-05-01,Female,48,Premium,9,3.68,2025-01-31,1,60,540
M12510,2022-12-10,Female,44,Weekend,26,0.6,2024-12-19,44,25,650
M12511,2024-07-16,Male,36,Premium,7,3.29,2025-01-25,7,60,420
M12512,2022-05-04,Male,46,Weekend,33,0.75,2025-01-12,20,25,825
M12513,2023-04-13,Male,39,Premium,22,3.72,2025-01-30,2,60,1320
M12514,2023-12-31,Male,26,Standard,14,3.31,2025-01-29,3,40,560
M12515,2023-10-26,Female,38,Standard,16,3.49,2025-01-26,6,40,640
M12516,2024-12-27,Male,46,Standard,2,3.39,2025-01-27,5,40,80
M12517,2023-07-13,Male,33,Standard,19,3.47,2025-01-22,10,40,760
M12518,2023-07-01,Female,47,Weekend,19,0.53,2024-12-24,39,25,475
M12519,2024-03-14,Female,22,Standard,11,2.96,2025-01-11,21,40,440
M12520,2023-03-22,Female,26,Standard,23,2.05,2025-01-22,10,40,920
M12521,2023-01-12,Female,45,Premium,25,4.66,2025-01-23,9,60,1500
M12522,2024-07-21,Female,26,Weekend,7,2.13,2025-01-20,12,25,175
M12523,2024-04-11,Male,23,Standard,10,2.35,2025-01-23,9,40,400
M12524,2023-04-15,Male,38,Standard,22,2.45,2025-01-14,18,40,880
M12525,2023-05-30,Female,27,Premium,21,3.16,2025-01-23,9,60,1260
M12526,2022-01-28,Male,35,Standard,37,2.08,2025-01-27,5,40,1480
M12527,2024-12-11,Female,28,Premium,2,4.95,2025-01-25,7,60,120
M12528,2024-08-06,Male,41,Premium,6,4.72,2025-01-23,9,60,360
M12529,2024-06-06,Male,45,Standard,8,1.88,2025-01-18,14,40,320
M12530,2023-12-10,Male,41,Premium,14,3.19,2025-01-24,8,60,840
M12531,2022-11-30,Male,32,Premium,27,2.77,2025-01-15,17,60,1620
M12532,2022-04-23,Male,24,Standard,34,3.48,2025-01-22,10,40,1360
M12533,2023-08-07,Female,31,Premium,18,4.77,2025-01-31,1,60,1080
M12534,2024-12-15,Male,25,Premium,2,3.88,2025-01-25,7,60,120
M12535,2023-03-06,Male,36,Premium,23,4.23,2025-01-26,6,60,1380
M12536,2024-11-17,Male,32,Standard,3,3.0,2025-01-25,7,40,120
M12537,2023-12-23,Male,36,Standard,14,1.91,2025-01-17,15,40,560
M12538,2023-07-14,Female,35,Standard,19,3.37,2025-01-24,8,40,760
M12539,2024-05-08,Female,34,Premium,9,3.82,2025-01-28,4,60,540
M12540,2022-11-03,Female,20,Premium,27,2.73,2025-01-15,17,60,1620
M12541,2024-09-05,Male,20,Premium,5,3.49,2025-01-26,6,60,300
M12542,2024-12-03,Female,24,Standard,2,2.7,2025-01-14,18,40,80
M12543,2024-06-08,Female,49,Weekend,8,1.21,2025-01-16,16,25,200
M12544,2024-09-11,Female,45,Premium,5,4.25,2025-01-25,7,60,300
M12545,2024-08-13,Female,48,Premium,6,4.71,2025-01-26,6,60,360
M12546,2023-02-10,Male,27,Premium,24,4.43,2025-01-23,9,60,1440
M12547,2024-12-24,Male,42,Standard,2,2.79,2025-01-10,22,40,80
M12548,2024-12-03,Male,45,Standard,2,2.52,2025-01-10,22,40,80
M12549,2024-12-03,Male,34,Standard,2,2.01,2025-01-07,25,40,80
M12550,2023-12-14,Female,32,Weekend,14,1.41,2025-01-22,10,25,350
M12551,2022-06-28,Male,25,Standard,32,2.09,2025-01-18,14,40,1280
M12552,2022-06-09,Male,34,Premium,32,4.84,2025-01-26,6,60,1920
M12553,2022-04-03,Male,20,Premium,34,4.77,2025-01-31,1,60,2040
M12554,2022-04-20,Female,21,Standard,34,1.81,2025-01-17,15,40,1360
M12555,2022-09-10,Female,44,Standard,29,3.15,2025-01-27,5,40,1160
M12556,2024-09-21,Female,25,Standard,5,2.91,2025-01-12,20,40,200
M12557,2024-09-05,Male,30,Standard,5,3.45,2025-01-31,1,40,200
M12558,2024-08-09,Male,18,Standard,6,2.43,2025-01-14,18,40,240
M12559,2024-05-29,Male,45,Weekend,9,1.94,2025-01-16,16,25,225
M12560,2024-09-11,Male,35,Standard,5,2.54,2025-01-19,13,40,200
M12561,2024-04-05,Female,28,Standard,10,1.64,2025-01-23,9,40,400
M12562,2024-01-22,Male,38,Premium,13,2.62,2025-01-18,14,60,780
M12563,2023-09-05,Female,23,Standard,17,1.74,2025-01-08,24,40,680
M12564,2024-02-24,Female,33,Weekend,12,1.09,2025-01-13,19,25,300
M12565,2024-01-28,Male,38,Premium,13,3.15,2025-01-28,4,60,780
M12566,2023-09-29,Female,46,Standard,17,2.96,2025-01-09,23,40,680
M12567,2024-06-21,Male,36,Standard,8,2.93,2025-01-18,14,40,320
M12568,2023-03-11,Male,43,Premium,23,4.93,2025-01-22,10,60,1380
M12569,2024-08-15,Male,40,Standard,6,2.12,2025-01-16,16,40,240
M12570,2024-10-10,Male,45,Premium,4,4.85,2025-01-25,7,60,240
M12571,2023-10-07,Female,34,Weekend,16,1.73,2025-01-16,16,25,400
M12572,2023-11-05,Female,35,Weekend,15,1.49,2025-01-02,30,25,375
M12573,2022-07-23,Male,28,Premium,31,4.17,2025-01-29,3,60,1860
M12574,2023-10-31,Female,31,Premium,16,4.26,2025-01-31,1,60,960
M12575,2024-12-16,Female,29,Standard,2,1.84,2025-01-24,8,40,80
M12576,2024-08-07,Female,42,Premium,6,4.38,2025-01-27,5,60,360
M12577,2023-01-18,Male,47,Premium,25,4.31,2025-01-23,9,60,1500
M12578,2022-07-09,Male,37,Standard,31,3.5,2025-01-25,7,40,1240
M12579,2024-01-30,Male,41,Premium,13,4.78,2025-01-31,1,60,780
M12580,2024-02-19,Female,42,Premium,12,4.21,2025-01-22,10,60,720
M12581,2024-02-13,Male,24,Weekend,12,1.92,2025-01-21,11,25,300
M12582,2024-12-25,Male,34,Weekend,2,2.39,2025-01-07,25,25,50
M12583,2024-04-20,Male,22,Standard,10,3.43,2025-01-31,1,40,400
M12584,2022-12-18,Male,39,Weekend,26,2.15,2025-01-26,6,25,650
M12585,2022-04-29,Male,31,Premium,34,4.42,2025-01-31,1,60,2040
M12586,2022-12-18,Male,44,Premium,26,2.78,2025-01-24,8,60,1560
M12587,2022-01-14,Female,41,Premium,37,4.58,2025-01-30,2,60,2220
M12588,2022-04-16,Male,43,Standard,34,2.01,2025-01-16,16,40,1360
M12589,2023-11-23,Female,48,Weekend,15,1.63,2025-01-23,9,25,375
M12590,2023-01-20,Male,30,Standard,25,2.31,2025-01-13,19,40,1000
M12591,2022-01-02,Female,41,Weekend,37,1.19,2025-01-08,24,25,925
M12592,2024-08-14,Female,46,Standard,6,2.12,2025-01-16,16,40,240
M12593,2023-04-07,Female,29,Premium,22,4.64,2025-02-01,0,60,1320
M12594,2024-04-17,Male,31,Standard,10,3.04,2025-01-26,6,40,400
M12595,2023-03-27,Male,42,Premium,23,3.81,2025-01-22,10,60,1380
M12596,2022-09-05,Female,26,Premium,29,4.16,2025-01-28,4,60,1740
M12597,2024-03-26,Female,49,Standard,11,3.47,2025-01-22,10,40,440
M12598,2022-07-07,Male,48,Standard,31,2.3,2025-01-20,12,40,1240
M12599,2024-01-11,Male,21,Standard,13,2.6,2025-01-27,5,40,520
M12600,2024-06-03,Male,39,Standard,8,2.57,2025-01-08,24,40,320
M12601,2024-10-08,Female,36,Premium,4,4.84,2025-01-23,9,60,240
